sequence_id	membership_class	population	exact_sequence_present	best_hit_target	best_hit_identity	best_hit_query_coverage	best_hit_target_coverage	best_hit_evalue	leakage_class	population_role	unit	denominator
CAND_UG5_1	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG5_84	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG5_93	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG6_32	CANDIDATE	toro742	NO	cianobacteriafid|115337801|locus|VBIAnaCyl106394_6267|_extraction	0.6960	0.0470	0.0230	5.50e-04	MODERATE_GE_50	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG6_41	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG6_87	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG7_0	CANDIDATE	toro742	NO	En.fm.I1/NZ_AAAK03000007/10877..13634/Enterococcus_extraction	0.7270	0.0410	0.0230	1.26e-04	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG7_2	CANDIDATE	toro742	NO	YP_519037.1_extraction_extraction	0.3210	0.1320	0.0570	3.55e-06	REMOTE_GE_30	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_118	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_126	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_473	CANDIDATE	toro742	NO	W_e_I4/AM999887_1/177114__178961/Wolbachia_extraction	0.7220	0.0560	0.0250	3.58e-05	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_49	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_80	CANDIDATE	toro742	NO	Bacteroidetesfid|87263722|locus|VBIFleLit174749_0251|_extraction	0.3520	0.1300	0.0850	1.12e-11	REMOTE_GE_30	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG8_99	CANDIDATE	toro742	NO	YP_049164.1_extraction_extraction	0.3000	0.1960	0.1750	6.91e-13	REMOTE_GE_30	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG9_43	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
CAND_UG9_7	CANDIDATE	toro742	NO	NO_HIT					DISTANT_OR_NO_HIT	published comparator; read ONLY to measure overlap, never to define	old-seed sequence vs one population	167 seed sequences vs 742 in toro742
PDB_8OZ7_1	ANCHOR	myrt1844	NO	980_AbiA	1.0000	0.2340	1.0000	9.07e-103	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_7R06_1	ANCHOR	myrt1844	NO	975_AbiK	1.0000	0.2050	1.0000	5.73e-76	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_7R08_1	ANCHOR	myrt1844	NO	962_AbiP2	1.0000	0.2570	1.0000	4.29e-83	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_7KFT_2	ANCHOR	myrt1844	NO	1018_CAS	0.7850	0.2080	1.0000	6.87e-101	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
UNIPROT_F2K1V9	ANCHOR	myrt1844	NO	1007_CAS	1.0000	0.2130	1.0000	1.82e-124	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_8UB7_1	ANCHOR	myrt1844	NO	588_DGRs	1.0000	0.5910	1.0000	5.14e-129	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_6AR1_1	ANCHOR	myrt1844	NO	361_GII	1.0000	0.4840	1.0000	2.03e-131	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_9D4S_1	ANCHOR	myrt1844	NO	984_G2L4	0.8450	0.5390	1.0000	3.07e-119	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_6ME0_3	ANCHOR	myrt1844	NO	50_GII	0.9950	0.3700	1.0000	1.45e-132	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_5G2X_3	ANCHOR	myrt1844	NO	346_GII	1.0000	0.4520	1.0000	1.00e-174	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_5HHL_1	ANCHOR	myrt1844	NO	419_GII	1.0000	0.7090	1.0000	1.39e-135	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_5HHJ_1	ANCHOR	myrt1844	NO	419_GII	0.9750	0.6790	1.0000	3.46e-132	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_7V9U_1	ANCHOR	myrt1844	NO	908_RTN	1.0000	0.5940	1.0000	3.73e-123	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_9I2F_2	ANCHOR	myrt1844	NO	959_RTN	0.6070	0.3420	1.0000	1.60e-71	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_9E8Z_3	ANCHOR	myrt1844	NO	928_RTN	0.4700	0.6540	1.0000	3.80e-56	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_9N69_2	ANCHOR	myrt1844	NO	928_RTN	0.5140	0.6530	1.0000	3.17e-60	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_9L7P_2	ANCHOR	myrt1844	NO	928_RTN	0.4780	0.6590	1.0000	1.74e-55	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
PDB_23OR_1	ANCHOR	myrt1844	NO	924_RTN	0.4730	0.4630	1.0000	5.02e-48	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t816	ANCHOR	myrt1844	NO	902_RTN	0.4540	0.5670	1.0000	2.18e-47	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1520	ANCHOR	myrt1844	NO	945_RTN	1.0000	0.4670	1.0000	1.26e-116	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t443	ANCHOR	myrt1844	NO	923_RTN	0.5950	0.5360	0.9730	4.87e-60	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1450	ANCHOR	myrt1844	NO	929_RTN	0.6040	0.5160	0.9940	8.95e-67	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t482	ANCHOR	myrt1844	NO	885_RTN	0.5000	0.5430	0.9140	9.11e-45	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1429	ANCHOR	myrt1844	NO	929_RTN	0.5640	0.5300	0.9940	1.33e-59	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t430	ANCHOR	myrt1844	NO	885_RTN	0.5930	0.5400	0.9570	1.47e-59	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1453	ANCHOR	myrt1844	NO	929_RTN	0.6380	0.5150	0.9940	4.80e-72	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t815	ANCHOR	myrt1844	NO	894_RTN	0.4420	0.5270	0.9830	2.74e-42	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1143	ANCHOR	myrt1844	NO	914_RTN	0.5290	0.3710	1.0000	3.80e-64	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t808	ANCHOR	myrt1844	NO	894_RTN	0.4450	0.5350	0.9830	3.14e-41	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1100	ANCHOR	myrt1844	NO	873_RTN	0.4600	0.3640	1.0000	1.05e-49	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t400	ANCHOR	myrt1844	NO	885_RTN	0.4620	0.5360	1.0000	7.77e-42	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1195	ANCHOR	myrt1844	NO	950_RTN	0.4750	0.4030	0.9950	2.00e-52	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1190	ANCHOR	myrt1844	NO	950_RTN	0.4670	0.3220	0.9510	2.37e-50	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1163	ANCHOR	myrt1844	NO	890_RTN	0.5370	0.3620	1.0000	1.24e-63	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t812	ANCHOR	myrt1844	NO	902_RTN	0.4660	0.4850	0.7860	6.28e-35	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
UNIPROT_P0DV89	ANCHOR	myrt1844	NO	898_RTN	0.4790	0.5070	0.9950	8.85e-53	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1049	ANCHOR	myrt1844	NO	944_RTN	0.4950	0.3590	1.0000	2.43e-59	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t208	ANCHOR	myrt1844	NO	934_RTN	0.4910	0.5880	0.9890	2.22e-55	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t803	ANCHOR	myrt1844	NO	950_RTN	0.3520	0.5450	0.9950	1.12e-25	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t824	ANCHOR	myrt1844	NO	931_RTN	0.3750	0.5560	0.9950	9.16e-30	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t257	ANCHOR	myrt1844	NO	883_RTN	0.4250	0.6320	0.9800	8.02e-37	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t953	ANCHOR	myrt1844	NO	944_RTN	0.5040	0.3490	1.0000	3.70e-61	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t290	ANCHOR	myrt1844	NO	893_RTN	0.3710	0.6170	1.0000	3.00e-33	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
UNIPROT_P71276	ANCHOR	myrt1844	NO	899_RTN	0.4970	0.4980	1.0000	7.31e-63	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1732	ANCHOR	myrt1844	NO	957_RTN	0.7250	0.4460	1.0000	1.01e-94	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1710	ANCHOR	myrt1844	NO	952_RTN	0.6470	0.3270	1.0000	9.01e-87	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1673	ANCHOR	myrt1844	NO	952_RTN	0.5760	0.3990	1.0000	9.58e-81	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1928	ANCHOR	myrt1844	NO	881_RTN	0.5660	0.3840	0.9610	8.61e-57	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1894	ANCHOR	myrt1844	NO	877_RTN	0.7230	0.4590	1.0000	3.33e-89	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t161	ANCHOR	myrt1844	NO	921_RTN	0.8290	0.4570	1.0000	1.11e-104	HIGH_IDENTITY_GE_70	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1703	ANCHOR	myrt1844	NO	870_RTN	0.6300	0.2950	0.9950	6.40e-76	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1687	ANCHOR	myrt1844	NO	952_RTN	0.5570	0.4100	1.0000	1.99e-71	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1323	ANCHOR	myrt1844	NO	927_RTN	0.3910	0.5250	1.0000	4.23e-36	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1374	ANCHOR	myrt1844	NO	927_RTN	0.4020	0.5300	0.9360	4.55e-33	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1352	ANCHOR	myrt1844	NO	927_RTN	0.4330	0.5300	0.9800	1.71e-40	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1353	ANCHOR	myrt1844	NO	927_RTN	0.4570	0.5100	0.9550	6.73e-49	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1421	ANCHOR	myrt1844	NO	952_RTN	0.3700	0.5580	0.9670	1.53e-38	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1609	ANCHOR	myrt1844	NO	903_RTN	0.6880	0.4280	1.0000	5.43e-88	MODERATE_GE_50	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1391	ANCHOR	myrt1844	NO	927_RTN	0.4140	0.5370	0.9800	1.56e-43	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1294	ANCHOR	myrt1844	NO	927_RTN	0.4710	0.5330	0.9900	4.22e-46	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t1422	ANCHOR	myrt1844	NO	927_RTN	0.3730	0.5230	0.9800	3.31e-34	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
RETRON_t749	ANCHOR	myrt1844	NO	924_RTN	0.4680	0.4740	1.0000	2.46e-47	REMOTE_GE_30	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
UNIPROT_P0DV94	ANCHOR	myrt1844	NO	928_RTN	1.0000	0.6480	1.0000	2.87e-132	NEAR_DUPLICATE_GE_90	published comparator; read ONLY to measure overlap	old-seed sequence vs one population	167 seed sequences vs 1844 in myrt1844
