evidence_id	element_name	mestre_terminal_id	rt_accession	evidence_tier	rt_ncrna_pairing_evidence	rtdna_production_xEco1	rtdna_sequence_determined	rtdna_len_nt	human_editing_xEco1	bacterial_editing_xEco1	phage_editing_xEco1	experimental_structure	rt_mutagenesis	ncrna_mutagenesis	swap_or_crossreactivity	orthogonality_exchange	rt_seq_local	ncrna_seq_local	exposure_class_vs_project	embed_folds_touched	rt_in_exact_rt_catalogue	exact_pair_in_PAIR_ELIG	independence_status	usable_as	source_paper	caveats
EXP-K159	Aco	terminal_814	fig|169435.7.peg.1348	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.010570244	YES	81	137.2762746	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K160	Aco	terminal_814	fig|169435.7.peg.1348	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.010570244	YES	81	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K161	Aco	terminal_814	fig|169435.7.peg.1348	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.010570244	YES	81	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K162	Aba	terminal_1630	fig|1972460.3.peg.279	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	1.484688736	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K163	Ani	terminal_1878	fig|369932.4.peg.5621	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.01012137	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K164	Asp	terminal_803	fig|2024823.3.peg.95	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.15625235	YES	182	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K165	Aba	terminal_506	fig|1916082.18.peg.39	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K166	Asp	terminal_1184	fig|1965645.3.peg.1428	X2b_RTDNA_SEQUENCE_ONLY	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	YES	71	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K167	Aag	terminal_1291	fig|1195246.3.peg.467	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K168	Arh	terminal_915	fig|1220581.4.peg.1434	X2b_RTDNA_SEQUENCE_ONLY	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	YES	100	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K169	Ave	terminal_1484	fig|1073383.3.peg.1289	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	YES	88	0.046532462	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K170	Atj	terminal_1410	fig|1120928.3.peg.922	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.442480468	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K171	Asp	terminal_530	fig|2024618.3.peg.1141	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K172	Aba	terminal_975	fig|1310638.3.peg.1006	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	YES	70	0.106907512	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K173	Aba	terminal_56	fig|470.3514.peg.1550	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.0794138	YES	83	0.097931795	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K174	Aba	terminal_271	fig|1951344.3.peg.527	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.061622281	YES	83	10.61145136	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K175	Aca	terminal_953	fig|33059.16.peg.1690	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.335754741	YES	78	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-N01	Retron-Eco3 (Ec73)	terminal_289	WP_137545672.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	NO	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Eco3 (Ec73) (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N02	Retron-Eco7 (Ec78)	terminal_2	WP_000111473.1	X5_STRUCTURE_ONLY	STRUCTURAL_COMPLEX_LOCALLY		NO					9VHE(retron-Eco7 complex; msrRNA+msdDNA chains);9NNB(PtuA:PtuB:RT 4:2:1; RNA 41mer);9VHL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	NO	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Eco7 (Ec78) (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N03	Retron-Mxa1 (Mx162)	terminal_1793	AAA25405.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	NO	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Mxa1 (Mx162)g (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N04	Retron-Mxa2 (Mx65)	terminal_1625	AAA88323.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Mxa2 (Mx65)g (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N05	Retron-Nex2 (Ne144)	terminal_1762	AAL40743.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	NO	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Nex2 (Ne144)g (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N06	Retron-Vch1 (Vc95)	terminal_87	WP_159353404.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Vch1 (Vc95)g (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N07	Retron-Vch2 (Vc81)	terminal_136	WP_001022871.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Vch2 (Vc81) (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N08	Retron-Vch3 (Vc137)	terminal_1575	fig|1343738.3.peg.2232	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	NO	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Vch3 (Vc137) (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N09	Retron-Vpa1 (Vp96)	terminal_11	WP_140315795.1	P0_HISTORICAL_NAME_PREDICTION_ONLY_LOCALLY	NO_LOCAL_EVIDENCE (name only; Mestre's 'experimentally validated' status is stated in the paper's Methods prose, not in any local file)		NO					NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Mestre et al. 2020 NAR (systematic prediction) - PREDICTION SET, no assay column	Mestre 'Retron name' verbatim: Retron-Vpa1 (Vp96)g (footnote legend a-g absent from every local copy). Retron-Sen2 (St85) download is an RNA-polymerase substitute in the local asset set (mestre-audit REPORT); Vc137 has no protein accession locally, only a PATRIC fig| id.
EXP-N99	retron-Eco8 (not among the 17 Mestre names)	NOT_IN_MESTRE_TABLE	UNP P0DV59 (RT), P0DV58 (OLD nuclease), GB CP057441.1 (from 9X94 header)	X5_STRUCTURE_ONLY_PLUS_RT_MUTAGENESIS	YES_STRUCTURAL_COMPLEX (RT x4 + OLD nuclease x4 + RNA + DNA in one entry)		NO	75nt_chain				9X94(apo retron-Eco8; RNA 81mer + DNA 75mer);23OR;9LBQ;9LPA;9WN8;9X9B	YES: D107A individuated; YADD->AAAA implicates D200/D201 JOINTLY (Nat Commun 2026;17:7374, recorded in stage3b EVIDENCE_REPAIR_2026-09-18.md)	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	NOT_IN_PANEL_NOT_MAPPED	none	NOT_TESTED	NO	NOT_MAPPED (not a panel row)	assay layer only; check exposure before any evaluation use	Nat Commun 2026;17:7374 (cited inside stage3b EVIDENCE_REPAIR_2026-09-18.md; PDF not on disk)	The Eco8 Mg is METAL_ASSERTED_NOT_DEPOSITED; YADD->AAAA implicates D200/D201 jointly, so no single residue is individuated by mutagenesis except D107A.
